,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2024-02-01 16:31:46.000000,2024-01-23 03:28:58,2452,92.0,446.0,47,1501.0,33.0,470.0,1308.0,2024-01-23 03:41:10,2.2.8,31505.0,15357.0,41.0,A deep learning package for many-body potential energy representation and molecular dynamics.,13.0,13.0,65,https://pypi.org/project/deepmd-kit,1307.0,https://anaconda.org/conda-forge/deepmd-kit,2024-01-23 07:35:03.777,454957.0,https://www.npmjs.com/package/deepmd-kit,24.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-01-28 08:52:21.596844,1.0,2140.0,29,True,others,1.0,
1,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2024-01-29 21:22:57.000000,2023-10-31 01:50:24,666,,112.0,9,413.0,11.0,70.0,167.0,2023-10-31 02:23:47,0.2.17,,13321.0,33.0,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",111.0,111.0,51,https://pypi.org/project/dpdata,11796.0,https://anaconda.org/conda-forge/dpdata,2023-10-31 03:26:18.565,64014.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,78.0,23,True,others,1.0,
2,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2024-01-24 02:24:36.000000,2023-11-02 05:59:11,2047,,162.0,13,768.0,23.0,237.0,264.0,2023-11-02 06:14:15,0.12.0,1596.0,1032.0,17.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,4.0,4.0,62,https://pypi.org/project/dpgen,395.0,https://anaconda.org/conda-forge/dpgen,2023-11-02 08:08:32.395,26666.0,,,,,,,22,True,others,1.0,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2024-02-01 15:36:47.000000,2024-02-01 15:36:47,6046,182.0,87.0,11,2377.0,141.0,997.0,137.0,2024-01-30 02:25:14,3.5.2,,2203.0,42.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,91,,,https://anaconda.org/conda-forge/abacus,2024-02-01 04:10:58.119,15427.0,,,,,,,22,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2024-01-22 19:50:27.000000,2024-01-22 18:44:30,1047,21.0,48.0,6,348.0,13.0,51.0,36.0,2024-01-21 20:29:17,0.6.4,,4536.0,44.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,43.0,43.0,43,https://pypi.org/project/dpdispatcher,1855.0,https://anaconda.org/conda-forge/dpdispatcher,2024-01-21 21:21:34.817,6539.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2024-01-21 20:33:39.770335,,87289.0,22,True,others,1.0,
5,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2024-01-15 06:37:29.930249,2024-01-15 06:34:48,1886,110.0,20.0,1,721.0,13.0,21.0,47.0,2024-01-15 06:35:17,1.8.45,,130.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,21,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2024-01-15 06:37:29.930249,,3270.0,17,True,others,2.0,
6,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2024-02-01 14:28:25.000000,2024-01-04 10:50:26,1035,81.0,53.0,6,398.0,14.0,27.0,108.0,2023-12-30 11:36:14,1.3.0,,,18.0,A deep learning empowered open-source platform for reacting flow simulations.,,,20,,,,,,,,,,,,16,True,others,2.0,
7,DP-GUI,deepmodeling/dpgui,dpgui,,,,https://github.com/deepmodeling/dpgui,https://github.com/deepmodeling/dpgui,LGPL-3.0,2021-07-21 18:48:23,2024-01-31 10:12:04.000000,2024-01-24 03:12:56,277,28.0,4.0,7,375.0,,1.0,7.0,2023-10-13 05:16:09,1.0.0,,12048.0,4.0,A web-based GUI for user inputs.,5.0,5.0,3,https://pypi.org/project/dpgui,12048.0,,,,,,,,,,16,True,others,2.0,1.0
8,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2024-01-22 19:50:27.000000,2023-11-01 01:04:08,118,,1.0,7,36.0,1.0,6.0,5.0,2023-11-01 01:06:32,0.4.3,,19542.0,24.0,Argument processing for the deep modeling project.,108.0,108.0,5,https://pypi.org/project/dargs,18921.0,https://anaconda.org/conda-forge/dargs,2023-11-01 02:18:10.497,21135.0,,,,,,,16,True,others,2.0,1.0
9,DMFF,deepmodeling/DMFF,,conda-forge/dmff,,,https://github.com/deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,LGPL-3.0,2022-02-14 01:35:50,2024-01-23 02:02:55.000000,2024-01-12 00:58:20,431,7.0,37.0,11,143.0,8.0,14.0,130.0,2023-11-09 14:32:37,1.0.0,,97.0,4.0,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,,,14,,,https://anaconda.org/conda-forge/dmff,2024-01-06 07:33:02.470,97.0,,,,,,,14,True,others,2.0,
