,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-11-05 16:23:52.000000,2025-11-05 13:20:05,3425,73.0,551.0,46.0,2558.0,84.0,852.0,1784,2025-09-30 18:02:36,3.1.1,63498.0,51053.0,59.0,A deep learning package for many-body potential energy representation and molecular dynamics.,39.0,39.0,84.0,https://pypi.org/project/deepmd-kit,8649.0,https://anaconda.org/conda-forge/deepmd-kit,2025-11-05 14:45:59.725,2277313.0,https://www.npmjs.com/package/deepmd-kit,69.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2025-10-02 09:57:59.589522,1.0,4660.0,29,True,others,1,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-11-05 10:34:54.000000,2025-11-05 10:34:52,2222,26.0,175.0,10.0,935.0,32.0,297.0,366,2025-08-07 07:42:12,0.13.2,2017.0,4051.0,21.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,73.0,https://pypi.org/project/dpgen,3319.0,https://anaconda.org/conda-forge/dpgen,2025-08-07 18:05:24.933,45815.0,,,,,,,24,True,others,1,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-11-05 10:35:05.000000,2025-11-05 10:35:03,877,30.0,144.0,5.0,632.0,27.0,102.0,227,2025-10-21 07:55:49,1.0.0,,23781.0,42.0,A Python package for manipulating atomistic data of software in computational science.,148.0,148.0,67.0,https://pypi.org/project/dpdata,21995.0,https://anaconda.org/conda-forge/dpdata,2025-10-21 10:00:11.600,112054.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,651.0,24,True,others,1,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-11-06 15:08:52.000000,2025-11-06 15:08:51,7495,127.0,145.0,9.0,4134.0,173.0,2230.0,223,2025-10-24 07:33:35,3.9.0.17,,18516.0,82.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,134.0,,,https://anaconda.org/conda-forge/abacus,2025-11-04 17:20:43.792,518463.0,,,,,,,24,True,others,1,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-11-04 09:58:06.000000,2025-11-04 09:58:06,1127,19.0,56.0,4.0,434.0,18.0,77.0,53,2025-10-03 08:44:51,0.6.12,,11529.0,52.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,69.0,69.0,48.0,https://pypi.org/project/dpdispatcher,8304.0,https://anaconda.org/conda-forge/dpdispatcher,2025-10-03 17:00:35.744,34644.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-10-03 08:49:29.599726,,136554.0,24,True,others,1,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-11-03 20:35:37.000000,2025-10-02 19:21:25,2544,4.0,41.0,5.0,2250.0,7.0,124.0,95,2025-01-05 07:30:15,1.6.15,,10911.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,19.0,https://pypi.org/project/reacnetgenerator,609.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-04-22 14:57:18.750,679941.0,,,,,,,19,True,others,2,
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-09-23 12:38:05.455745,2025-09-23 12:35:28,2273,24.0,29.0,,912.0,13.0,23.0,73,2025-09-23 12:35:55,1.8.132,,336.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,23.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-09-23 12:38:05.455745,,15480.0,19,True,others,2,
7,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-10-11 12:17:42.000000,2025-07-23 10:47:26,1176,,72.0,6.0,509.0,25.0,33.0,192,2025-06-26 04:29:15,1.6.0,,,22.0,A deep learning empowered open-source platform for reacting flow simulations.,,,29.0,,,,,,,,,,,,17,True,others,2,
8,JAX-FEM,deepmodeling/jax-fem,jax-fem,,,,https://github.com/deepmodeling/jax-fem,https://github.com/deepmodeling/jax-fem,GPL-3.0,2023-10-02 15:20:54,2025-11-05 08:39:40.000000,2025-11-05 08:36:33,271,28.0,84.0,12.0,13.0,34.0,32.0,513,,,,431.0,,Differentiable Finite Element Method with JAX.,3.0,3.0,17.0,https://pypi.org/project/jax-fem,431.0,,,,,,,,,,16,True,others,2,
9,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2025-09-30 04:46:19.917101,2025-09-30 04:44:34,344,5.0,35.0,5.0,266.0,17.0,28.0,40,2023-01-28 03:43:25,0.0.7,,165.0,7.0,2nd generation of the Deep Potential GENerator.,6.0,6.0,18.0,https://pypi.org/project/dpgen2,74.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2025-09-30 04:46:19.917101,,4135.0,16,True,others,2,
