,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-01-28 16:42:44.000000,2024-12-23 20:06:37,3155,95.0,506.0,46.0,2285.0,82.0,782.0,1566.0,2024-12-23 20:14:18,3.0.1,47267.0,39863.0,53.0,A deep learning package for many-body potential energy representation and molecular dynamics.,24.0,24.0,73.0,https://pypi.org/project/deepmd-kit,6141.0,https://anaconda.org/conda-forge/deepmd-kit,2024-12-24 01:42:01.480,1480227.0,https://www.npmjs.com/package/deepmd-kit,29.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-11-25 23:15:53.163662,1.0,3290.0,29,True,others,1.0,
1,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-01-30 14:54:06.000000,2025-01-30 14:54:05,7078,262.0,139.0,11.0,3623.0,113.0,2015.0,182.0,2024-12-27 07:10:23,3.9.0,,16838.0,63.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,124.0,,,https://anaconda.org/conda-forge/abacus,2024-12-27 20:49:32.966,303086.0,,,,,,,26,True,others,1.0,
2,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-01-27 22:26:13.000000,2024-11-23 07:57:08,2154,11.0,168.0,11.0,871.0,43.0,270.0,322.0,2024-11-23 08:11:47,0.13.0,1883.0,1507.0,19.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,69.0,https://pypi.org/project/dpgen,819.0,https://anaconda.org/conda-forge/dpgen,2024-11-24 00:26:57.943,36222.0,,,,,,,24,True,others,1.0,
3,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-01-28 14:19:58.000000,2025-01-21 06:19:07,799,25.0,129.0,9.0,545.0,21.0,88.0,205.0,2025-01-21 06:26:55,0.2.22,,16215.0,38.0,A Python package for manipulating atomistic data of software in computational science.,135.0,135.0,62.0,https://pypi.org/project/dpdata,14551.0,https://anaconda.org/conda-forge/dpdata,2025-01-22 08:01:22.596,87757.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,640.0,24,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-01-30 17:22:05.218053,2025-01-28 03:23:32,1103,6.0,53.0,6.0,406.0,18.0,63.0,48.0,2025-01-30 17:18:42,0.6.8,,6365.0,48.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,55.0,55.0,46.0,https://pypi.org/project/dpdispatcher,3259.0,https://anaconda.org/conda-forge/dpdispatcher,2024-12-30 00:54:50.641,20436.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-01-30 17:22:05.218053,,116488.0,22,True,others,2.0,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-01-27 22:26:27.000000,2025-01-26 06:50:21,2522,21.0,39.0,8.0,2183.0,6.0,123.0,77.0,2025-01-05 07:30:15,1.6.15,,19523.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,18.0,https://pypi.org/project/reacnetgenerator,10426.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-01-06 00:29:38.554,509448.0,,,,,,,21,True,others,2.0,
6,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2025-01-28 03:24:31.000000,2025-01-28 03:24:29,163,10.0,3.0,6.0,80.0,2.0,7.0,5.0,2024-11-21 03:25:26,0.4.10,,25423.0,31.0,Argument processing for the deep modeling project.,133.0,133.0,7.0,https://pypi.org/project/dargs,24573.0,https://anaconda.org/conda-forge/dargs,2024-12-22 08:33:55.288,38253.0,,,,,,,19,True,others,2.0,
7,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-01-15 04:11:49.449680,2025-01-15 04:09:49,2149,19.0,26.0,1.0,852.0,14.0,22.0,67.0,2025-01-15 04:10:13,1.8.103,,298.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-01-15 04:11:49.449680,,10753.0,18,True,others,2.0,
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-01-18 07:42:23.000000,2025-01-18 07:42:22,1141,27.0,64.0,6.0,494.0,20.0,29.0,147.0,2025-01-08 11:06:39,1.5,,,21.0,A deep learning empowered open-source platform for reacting flow simulations.,,,27.0,,,,,,,,,,,,16,True,others,2.0,
9,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2025-01-27 14:50:39.000000,2025-01-08 00:54:48,328,4.0,26.0,7.0,240.0,11.0,23.0,33.0,2023-01-28 03:43:25,0.0.7,,446.0,7.0,2nd generation of the Deep Potential GENerator.,6.0,6.0,14.0,https://pypi.org/project/dpgen2,339.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2025-01-08 00:56:27.378869,,3761.0,16,True,others,2.0,
