,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-09-18 16:01:05.000000,2025-09-18 13:05:09,3403,80.0,549.0,46.0,2531.0,78.0,845.0,1753,2025-06-11 06:01:47,3.1.0,60524.0,45392.0,58.0,A deep learning package for many-body potential energy representation and molecular dynamics.,38.0,38.0,83.0,https://pypi.org/project/deepmd-kit,4013.0,https://anaconda.org/conda-forge/deepmd-kit,2025-09-12 15:50:54.085,2144691.0,https://www.npmjs.com/package/deepmd-kit,5.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2025-06-12 14:06:06.712335,1.0,4231.0,29,True,others,1.0,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-09-18 11:14:29.000000,2025-09-18 05:44:15,2213,27.0,178.0,11.0,927.0,32.0,296.0,357,2025-08-07 07:42:12,0.13.2,1984.0,1646.0,21.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,72.0,https://pypi.org/project/dpgen,916.0,https://anaconda.org/conda-forge/dpgen,2025-08-07 18:05:24.933,44260.0,,,,,,,24,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-09-18 05:45:59.000000,2025-09-18 05:45:57,865,41.0,143.0,6.0,619.0,26.0,101.0,219,2025-08-03 10:54:49,0.2.25,,25956.0,41.0,A Python package for manipulating atomistic data of software in computational science.,147.0,147.0,67.0,https://pypi.org/project/dpdata,24173.0,https://anaconda.org/conda-forge/dpdata,2025-08-03 16:36:05.688,108312.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,649.0,24,True,others,1.0,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-09-17 02:17:03.000000,2025-09-17 02:17:03,7411,107.0,144.0,10.0,4016.0,150.0,2195.0,212,2025-09-12 09:32:32,3.9.0.14,,18608.0,78.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,130.0,,,https://anaconda.org/conda-forge/abacus,2025-04-22 14:58:45.321,483818.0,,,,,,,24,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-09-18 05:46:58.000000,2025-09-18 05:46:57,1123,19.0,56.0,5.0,429.0,18.0,77.0,52,2025-08-12 11:36:14,0.6.11,,8568.0,51.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,69.0,69.0,48.0,https://pypi.org/project/dpdispatcher,5335.0,https://anaconda.org/conda-forge/dpdispatcher,2025-08-12 16:38:13.635,32320.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-08-12 11:39:59.707718,,133162.0,24,True,others,1.0,1.0
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-09-15 20:16:02.000000,2025-08-26 11:40:49,2542,4.0,41.0,7.0,2239.0,7.0,124.0,92,2025-01-05 07:30:15,1.6.15,,10792.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,19.0,https://pypi.org/project/reacnetgenerator,565.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-04-22 14:57:18.750,654534.0,,,,,,,19,True,others,2.0,-1.0
6,DeePTB,deepmodeling/DeePTB,dptb,,,,https://github.com/deepmodeling/DeePTB,https://github.com/deepmodeling/DeePTB,LGPL-3.0,2023-07-11 03:19:42,2025-09-08 21:06:52.000000,2025-09-01 13:58:12,800,12.0,23.0,3.0,219.0,17.0,34.0,85,2025-05-07 14:02:40,2.2.0,,204.0,12.0,DeePTB: A deep learning package for tight-binding Hamiltonian with ab initio accuracy.,4.0,4.0,12.0,https://pypi.org/project/dptb,204.0,,,,,,,,,,18,True,others,2.0,
7,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-09-16 09:18:58.911728,2025-09-16 09:16:14,2261,42.0,29.0,1.0,906.0,14.0,22.0,73,2025-08-25 06:36:38,1.8.128,,338.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,23.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-09-16 09:18:58.911728,,14889.0,18,True,others,2.0,
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-07-23 10:53:06.000000,2025-07-23 10:47:26,1176,9.0,70.0,8.0,509.0,24.0,32.0,187,2025-06-26 04:29:15,1.6.0,,,22.0,A deep learning empowered open-source platform for reacting flow simulations.,,,29.0,,,,,,,,,,,,17,True,others,2.0,-1.0
9,JAX-FEM,deepmodeling/jax-fem,jax-fem,,,,https://github.com/deepmodeling/jax-fem,https://github.com/deepmodeling/jax-fem,GPL-3.0,2023-10-02 15:20:54,2025-09-03 10:46:44.000000,2025-09-03 10:44:28,254,41.0,80.0,12.0,9.0,33.0,28.0,488,,,,426.0,,Differentiable Finite Element Method with JAX.,3.0,3.0,15.0,https://pypi.org/project/jax-fem,426.0,,,,,,,,,,16,True,others,2.0,
