,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-03-26 07:08:49.000000,2025-03-02 03:04:28,3180,25.0,515.0,45.0,2338.0,81.0,801.0,1610,2025-03-02 03:32:12,3.0.2,49821.0,41778.0,54.0,A deep learning package for many-body potential energy representation and molecular dynamics.,26.0,26.0,75.0,https://pypi.org/project/deepmd-kit,4576.0,https://anaconda.org/conda-forge/deepmd-kit,2025-03-25 16:00:56.802,1709720.0,https://www.npmjs.com/package/deepmd-kit,9.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2025-03-05 10:25:54.924708,1.0,3354.0,28,True,others,1.0,
1,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-03-25 16:00:51.639000,2025-03-20 03:30:40,813,26.0,131.0,8.0,559.0,20.0,89.0,208,2025-03-20 03:31:32,0.2.24,,21623.0,40.0,A Python package for manipulating atomistic data of software in computational science.,138.0,138.0,63.0,https://pypi.org/project/dpdata,19915.0,https://anaconda.org/conda-forge/dpdata,2025-03-25 16:00:51.639,93488.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,640.0,24,True,others,1.0,
2,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-03-27 09:56:06.000000,2025-03-27 09:56:06,7173,159.0,140.0,10.0,3733.0,97.0,2103.0,189,2025-03-14 14:24:20,3.9.0.2,,18411.0,65.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,126.0,,,https://anaconda.org/conda-forge/abacus,2025-03-25 16:02:37.776,368223.0,,,,,,,24,True,others,1.0,
3,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-03-25 16:00:54.216000,2025-02-21 06:05:03,2168,8.0,170.0,10.0,881.0,45.0,273.0,329,2025-02-21 06:06:07,0.13.1,1912.0,1620.0,20.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,69.0,https://pypi.org/project/dpgen,917.0,https://anaconda.org/conda-forge/dpgen,2025-03-25 16:00:54.216,38440.0,,,,,,,23,True,others,1.0,-1.0
4,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-03-25 16:01:02.328000,2025-02-20 08:48:52,2523,15.0,40.0,7.0,2195.0,7.0,123.0,84,2025-01-05 07:30:15,1.6.15,,13951.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,18.0,https://pypi.org/project/reacnetgenerator,4248.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-03-25 16:01:02.328,562817.0,,,,,,,21,True,others,2.0,
5,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-03-25 16:02:16.317000,2025-01-28 03:23:32,1103,2.0,53.0,5.0,407.0,18.0,63.0,49,2025-01-30 17:18:42,0.6.8,,5515.0,48.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,56.0,56.0,46.0,https://pypi.org/project/dpdispatcher,2350.0,https://anaconda.org/conda-forge/dpdispatcher,2025-03-25 16:02:16.317,24020.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-01-30 17:22:05.218053,,120624.0,21,True,others,2.0,-1.0
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-03-26 01:42:59.000000,2025-03-18 03:40:32,2163,19.0,28.0,1.0,858.0,14.0,22.0,68,2025-03-18 03:40:56,1.8.106,,285.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-03-18 03:42:56.638841,,10834.0,18,True,others,2.0,
7,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-02-21 02:47:36.000000,2025-01-18 07:42:22,1141,24.0,66.0,7.0,497.0,20.0,29.0,156,2025-01-08 11:06:39,1.5,,,21.0,A deep learning empowered open-source platform for reacting flow simulations.,,,26.0,,,,,,,,,,,,17,True,others,2.0,
8,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2025-03-25 16:01:40.768000,2025-01-28 03:24:29,163,2.0,3.0,5.0,81.0,2.0,7.0,5,2024-11-21 03:25:26,0.4.10,,36078.0,31.0,Argument processing for the deep modeling project.,137.0,137.0,7.0,https://pypi.org/project/dargs,35191.0,https://anaconda.org/conda-forge/dargs,2025-03-25 16:01:40.768,41715.0,,,,,,,17,True,others,2.0,
9,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2025-03-18 03:20:49.839582,2025-03-18 03:19:12,330,3.0,28.0,7.0,245.0,12.0,23.0,37,2023-01-28 03:43:25,0.0.7,,342.0,7.0,2nd generation of the Deep Potential GENerator.,6.0,6.0,14.0,https://pypi.org/project/dpgen2,239.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2025-03-18 03:20:49.839582,,3818.0,16,True,others,2.0,
