,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2024-10-31 18:09:23.000000,2024-09-17 18:00:40,2534,1.0,492.0,47.0,2121.0,73.0,731.0,1481.0,2024-07-03 19:22:15,2.2.11,42066.0,39498.0,50.0,A deep learning package for many-body potential energy representation and molecular dynamics.,20.0,20.0,69.0,https://pypi.org/project/deepmd-kit,11160.0,https://anaconda.org/conda-forge/deepmd-kit,2024-09-25 21:45:32.942,1158672.0,https://www.npmjs.com/package/deepmd-kit,4.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-07-27 08:24:51.741318,1.0,2931.0,26,True,others,1.0,
1,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2024-10-31 06:49:09.000000,2024-10-31 06:49:09,6811,218.0,130.0,11.0,3303.0,151.0,1812.0,171.0,2024-10-21 08:42:44,3.8.1,,14534.0,58.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,120.0,,,https://anaconda.org/conda-forge/abacus,2024-09-30 05:07:06.822,218021.0,,,,,,,26,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2024-10-29 05:53:34.000000,2024-09-20 18:23:06,761,27.0,125.0,9.0,516.0,21.0,83.0,197.0,2024-09-20 18:24:21,0.2.21,,59939.0,37.0,A Python package for manipulating atomistic data of software in computational science.,127.0,127.0,61.0,https://pypi.org/project/dpdata,58323.0,https://anaconda.org/conda-forge/dpdata,2024-09-21 05:04:04.171,80392.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,638.0,25,True,others,1.0,1.0
3,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2024-10-28 22:44:39.000000,2024-10-28 19:13:50,1097,16.0,54.0,6.0,400.0,16.0,63.0,44.0,2024-08-30 18:52:29,0.6.7,,10123.0,47.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,52.0,52.0,47.0,https://pypi.org/project/dpdispatcher,7090.0,https://anaconda.org/conda-forge/dpdispatcher,2024-08-31 12:30:44.164,16157.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2024-08-30 18:56:38.463169,,109802.0,24,True,others,1.0,1.0
4,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2024-10-28 22:44:24.000000,2024-04-10 06:31:36,2083,,168.0,13.0,852.0,36.0,264.0,304.0,2024-04-10 06:37:07,0.12.1,1812.0,2241.0,18.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,7.0,7.0,64.0,https://pypi.org/project/dpgen,1572.0,https://anaconda.org/conda-forge/dpgen,2024-04-10 09:44:30.012,33253.0,,,,,,,22,True,others,2.0,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2024-10-30 17:59:39.000000,2024-10-20 09:01:02,2500,17.0,39.0,9.0,2146.0,5.0,120.0,67.0,2024-10-03 19:33:36,1.6.14,,16411.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,18.0,https://pypi.org/project/reacnetgenerator,8183.0,https://anaconda.org/conda-forge/reacnetgenerator,2024-10-04 04:12:50.002,436115.0,,,,,,,21,True,others,2.0,
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2024-10-31 08:47:03.792786,2024-10-31 08:44:49,2130,76.0,26.0,1.0,843.0,14.0,21.0,63.0,2024-10-31 08:45:26,1.8.99,,280.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2024-10-31 08:47:03.792786,,9272.0,19,True,others,2.0,
7,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2024-10-31 06:02:49.000000,2024-10-12 03:13:22,1114,55.0,61.0,6.0,472.0,19.0,29.0,136.0,2024-08-23 01:31:45,1.4,,,20.0,A deep learning empowered open-source platform for reacting flow simulations.,,,24.0,,,,,,,,,,,,17,True,others,2.0,
8,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2024-10-29 04:22:10.046736,2024-10-29 03:39:33,324,22.0,25.0,7.0,233.0,9.0,23.0,33.0,2023-01-28 03:43:25,0.0.7,,798.0,7.0,2nd generation of the Deep Potential GENerator.,5.0,5.0,14.0,https://pypi.org/project/dpgen2,686.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2024-10-29 04:22:10.046736,,3608.0,17,True,others,2.0,
9,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2024-10-28 22:44:26.000000,2024-10-28 19:14:03,153,2.0,3.0,7.0,71.0,2.0,6.0,5.0,2024-07-15 00:16:52,0.4.8,,56228.0,29.0,Argument processing for the deep modeling project.,127.0,127.0,7.0,https://pypi.org/project/dargs,55446.0,https://anaconda.org/conda-forge/dargs,2024-07-15 04:32:31.846,32860.0,,,,,,,17,True,others,2.0,-1.0
