,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2024-08-08 09:35:38.000000,2024-07-06 15:29:41,2533,32.0,475.0,47.0,1982.0,78.0,667.0,1426.0,2024-07-03 19:22:15,2.2.11,37993.0,23271.0,49.0,A deep learning package for many-body potential energy representation and molecular dynamics.,16.0,16.0,69.0,https://pypi.org/project/deepmd-kit,1541.0,https://anaconda.org/conda-forge/deepmd-kit,2024-07-27 05:59:01.371,840209.0,https://www.npmjs.com/package/deepmd-kit,26.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-07-27 08:24:51.741318,1.0,2708.0,28,True,others,1.0,
1,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2024-08-08 15:32:19.000000,2024-08-08 14:16:20,6615,376.0,126.0,11.0,3081.0,208.0,1554.0,152.0,2024-07-29 06:26:41,3.7.2,,8035.0,53.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,120.0,,,https://anaconda.org/conda-forge/abacus,2024-07-29 12:41:33.598,104458.0,,,,,,,25,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2024-08-06 08:45:55.000000,2024-06-06 00:03:38,724,12.0,122.0,9.0,475.0,16.0,80.0,193.0,2024-06-06 00:06:28,0.2.19,,40692.0,35.0,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",122.0,122.0,60.0,https://pypi.org/project/dpdata,39159.0,https://anaconda.org/conda-forge/dpdata,2024-06-06 04:58:08.772,73179.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,628.0,24,True,others,1.0,
3,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2024-08-06 08:46:35.000000,2024-04-10 06:31:36,2083,,167.0,13.0,832.0,31.0,261.0,290.0,2024-04-10 06:37:07,0.12.1,1745.0,1008.0,18.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,6.0,6.0,64.0,https://pypi.org/project/dpgen,370.0,https://anaconda.org/conda-forge/dpgen,2024-04-10 09:44:30.012,30434.0,,,,,,,22,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2024-08-05 22:28:06.000000,2024-08-03 23:03:03,1082,19.0,53.0,6.0,380.0,15.0,60.0,42.0,2024-07-25 20:09:38,0.6.6,,5146.0,46.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,50.0,50.0,46.0,https://pypi.org/project/dpdispatcher,2306.0,https://anaconda.org/conda-forge/dpdispatcher,2024-07-26 02:15:35.159,11526.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2024-07-25 20:13:29.078525,,102952.0,22,True,others,1.0,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2024-08-05 22:28:18.000000,2024-08-05 19:49:44,2485,15.0,35.0,9.0,2116.0,4.0,120.0,63.0,2024-05-09 23:35:17,1.6.13,,8164.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,2.0,2.0,18.0,https://pypi.org/project/reacnetgenerator,1138.0,https://anaconda.org/conda-forge/reacnetgenerator,2024-05-10 07:03:30.570,358334.0,,,,,,,20,True,others,2.0,1.0
6,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2024-08-05 22:28:02.000000,2024-07-17 20:31:43,151,14.0,3.0,7.0,69.0,2.0,6.0,5.0,2024-07-15 00:16:52,0.4.8,,66226.0,29.0,Argument processing for the deep modeling project.,122.0,122.0,7.0,https://pypi.org/project/dargs,65522.0,https://anaconda.org/conda-forge/dargs,2024-07-15 04:32:31.846,28163.0,,,,,,,20,True,others,2.0,
7,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2024-08-07 02:33:46.000000,2024-08-07 02:32:52,2068,94.0,24.0,1.0,813.0,14.0,21.0,59.0,2024-08-06 02:55:43,1.8.85,,245.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2024-08-06 02:57:15.823479,,7615.0,19,True,others,2.0,
8,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2024-08-05 11:42:45.008425,2024-08-05 11:41:13,303,25.0,24.0,7.0,210.0,9.0,23.0,31.0,2023-01-28 03:43:25,0.0.7,,161.0,7.0,2nd generation of the Deep Potential GENerator.,4.0,4.0,14.0,https://pypi.org/project/dpgen2,51.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2024-08-05 11:42:45.008425,,3302.0,17,True,others,2.0,
9,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2024-08-05 10:31:45.000000,2024-08-05 10:31:45,1065,11.0,58.0,7.0,453.0,17.0,29.0,129.0,2024-03-02 04:46:26,1.3.1,,,19.0,A deep learning empowered open-source platform for reacting flow simulations.,,,24.0,,,,,,,,,,,,16,True,others,2.0,1.0
