,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2023-12-21 11:09:59.000000,2023-10-27 13:10:24,2353,58.0,444.0,46,1406.0,28.0,458.0,1285.0,2023-10-27 19:33:04,2.2.7,29866.0,15386.0,40.0,A deep learning package for many-body potential energy representation and molecular dynamics.,12.0,12.0,64,https://pypi.org/project/deepmd-kit,985.0,https://anaconda.org/conda-forge/deepmd-kit,2023-11-28 00:53:10.237,440162.0,https://www.npmjs.com/package/deepmd-kit,9.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2023-10-29 23:31:03.651515,1.0,2044.0,29,True,others,1.0,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2023-12-21 01:37:53.000000,2023-11-02 05:59:11,2047,17.0,161.0,13,763.0,19.0,234.0,251.0,2023-11-02 06:14:15,0.12.0,1555.0,1126.0,17.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,4.0,4.0,62,https://pypi.org/project/dpgen,469.0,https://anaconda.org/conda-forge/dpgen,2023-11-02 08:08:32.395,26312.0,,,,,,,24,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2023-12-18 20:26:35.000000,2023-10-31 01:50:24,666,14.0,110.0,8,407.0,12.0,67.0,158.0,2023-10-31 02:23:47,0.2.17,,6876.0,33.0,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",109.0,109.0,51,https://pypi.org/project/dpdata,5299.0,https://anaconda.org/conda-forge/dpdata,2023-10-31 03:26:18.565,63111.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,54.0,23,True,others,1.0,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2023-12-21 14:37:11.000000,2023-12-21 09:32:13,5960,167.0,87.0,9,2268.0,136.0,889.0,130.0,2023-12-04 09:25:18,3.4.4,,1897.0,39.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,90,,,https://anaconda.org/conda-forge/abacus,2023-12-15 08:01:21.514,9485.0,,,,,,,22,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2023-12-18 20:26:11.000000,2023-12-13 16:11:16,1039,45.0,46.0,6,341.0,11.0,49.0,35.0,2023-11-20 21:54:35,0.6.3,,5404.0,43.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,42.0,42.0,42,https://pypi.org/project/dpdispatcher,2673.0,https://anaconda.org/conda-forge/dpdispatcher,2023-11-21 01:35:20.073,6043.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2023-11-20 22:03:09.284401,,83878.0,22,True,others,1.0,
5,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2023-12-21 12:17:50.452786,2023-12-21 12:15:04,1842,145.0,20.0,1,699.0,13.0,21.0,42.0,2023-12-21 12:15:33,1.8.34,,78.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,21,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2023-12-21 12:17:50.452786,,1813.0,17,True,others,2.0,
6,dargs,deepmodeling/dargs,dargs,,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2023-12-18 20:25:58.000000,2023-11-01 01:04:08,118,10.0,1.0,7,36.0,1.0,6.0,5.0,2023-11-01 01:06:32,0.4.3,,8847.0,24.0,Argument processing for the deep modeling project.,107.0,107.0,5,https://pypi.org/project/dargs,8847.0,,,,,,,,,,17,True,others,2.0,
7,DP-GUI,deepmodeling/dpgui,dpgui,,,,https://github.com/deepmodeling/dpgui,https://github.com/deepmodeling/dpgui,LGPL-3.0,2021-07-21 18:48:23,2023-12-20 10:39:10.000000,2023-12-11 20:01:38,262,81.0,3.0,7,349.0,,1.0,7.0,2023-10-13 05:16:09,1.0.0,,4174.0,4.0,A web-based GUI for user inputs.,4.0,4.0,3,https://pypi.org/project/dpgui,4174.0,,,,,,,,,,16,True,others,2.0,
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2023-12-21 10:33:47.000000,2023-12-21 09:32:33,837,23.0,50.0,5,354.0,9.0,27.0,93.0,2023-06-30 09:38:39,1.2.0,,,17.0,A deep learning empowered open-source platform for reacting flow simulations.,,,20,,,,,,,,,,,,14,True,others,2.0,
9,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2023-12-19 06:57:07.162596,2023-12-19 06:56:08,246,14.0,14.0,6,157.0,8.0,13.0,21.0,2023-01-28 03:43:25,0.0.7,,160.0,7.0,2nd generation of the Deep Potential GENerator.,1.0,1.0,10,https://pypi.org/project/dpgen2,53.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2023-12-19 06:57:07.162596,,2355.0,14,True,others,2.0,1.0
10,DMFF,deepmodeling/DMFF,,,,,https://github.com/deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,LGPL-3.0,2022-02-14 01:35:50,2023-12-17 09:33:21.000000,2023-11-09 06:31:11,427,6.0,34.0,11,133.0,7.0,14.0,123.0,2023-11-09 14:32:37,1.0.0,,,4.0,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,,,13,,,,,,,,,,,,13,True,others,2.0,
11,rid-kit,deepmodeling/rid-kit,rid-kit,,,,https://github.com/deepmodeling/rid-kit,https://github.com/deepmodeling/rid-kit,LGPL-3.0,2021-02-02 02:44:00,2023-09-22 08:53:26.000000,2023-09-22 08:42:39,469,,20.0,5,18.0,,3.0,40.0,2023-08-29 13:51:28,0.6.2,142.0,123.0,4.0,Reinforced dynamics.,,,14,https://pypi.org/project/rid-kit,118.0,,,,,,,,,,12,True,others,2.0,1.0
12,APEX,deepmodeling/APEX,apex-flow,,,,https://github.com/deepmodeling/APEX,https://github.com/deepmodeling/APEX,LGPL-3.0,2023-04-20 06:13:42,2023-11-17 03:59:16.000000,2023-11-17 03:59:16,295,42.0,8.0,7,47.0,,2.0,11.0,2023-09-25 09:25:46,1.0.1,,67.0,3.0,APEX: Alloy Properties EXplorer using simulations.,,,4,https://pypi.org/project/apex-flow,67.0,,,,,,,,,,12,True,others,2.0,-1.0
13,deepmodeling_sphinx,deepmodeling/deepmodeling_sphinx,deepmodeling_sphinx,,,,https://github.com/deepmodeling/deepmodeling_sphinx,https://github.com/deepmodeling/deepmodeling_sphinx,LGPL-3.0,2022-03-04 00:19:06,2023-12-18 20:26:05.000000,2023-12-17 21:15:37,55,5.0,4.0,6,47.0,,,2.0,2023-12-17 21:15:58,0.2.5,,1476.0,18.0,Sphinx extension for DeepModeling projects.,,,5,https://pypi.org/project/deepmodeling_sphinx,1476.0,,,,,,,,,,12,True,others,2.0,
14,DeePTB,deepmodeling/DeePTB,,,,,https://github.com/deepmodeling/DeePTB,https://github.com/deepmodeling/DeePTB,LGPL-3.0,2023-07-11 03:19:42,2023-12-19 13:01:48.000000,2023-12-11 08:17:38,552,16.0,9.0,1,34.0,7.0,10.0,23.0,2023-12-15 06:46:52,1.0.2,,,3.0,DeePTB: A deep learning package for tight-binding approach with ab initio accuracy.,,,5,,,,,,,,,,,,11,True,others,3.0,
15,args,deepmodeling/args,,,@deepmodeling/args,,https://github.com/deepmodeling/args,https://github.com/deepmodeling/args,LGPL-3.0,2021-12-27 03:27:24,2023-11-27 22:20:28.000000,2023-11-27 22:20:27,55,15.0,1.0,7,29.0,,,2.0,2023-11-06 23:04:16,0.0.15,,160.0,14.0,DeepModeling dargs arguments generation.,4.0,4.0,2,,,,,,https://www.npmjs.com/package/@deepmodeling/args,160.0,,,,,11,True,others,3.0,
16,DeePKS-kit,deepmodeling/deepks-kit,,,,,https://github.com/deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,LGPL-3.0,2020-07-29 03:27:50,2023-12-05 01:46:58.000000,2023-04-01 01:14:46,380,,31.0,13,40.0,1.0,11.0,95.0,,,,,,a package for developing machine learning-based chemically accurate energy and density functional models.,,,6,,,,,,,,,,,,10,True,others,3.0,
17,fealpy,deepmodeling/fealpy,fealpy,,,,https://github.com/deepmodeling/fealpy,https://github.com/deepmodeling/fealpy,,2023-04-10 03:58:57,2023-11-20 13:27:40.000000,2023-11-20 02:01:26,5525,268.0,,1,,,,2.0,,,,54.0,,Finite Element Analysis Library in Python.,,,57,https://pypi.org/project/fealpy,54.0,,,,,,,,,,10,True,others,3.0,
18,dpti,deepmodeling/dpti,dpti,,,,https://github.com/deepmodeling/dpti,https://github.com/deepmodeling/dpti,LGPL-3.0,2021-04-04 13:57:37,2023-12-20 06:31:03.000000,2023-07-05 08:29:35,369,,15.0,8,32.0,5.0,,14.0,,,,31.0,,A Python Package to Automate Thermodynamic Integration Calculations for Free Energy.,,,13,https://pypi.org/project/dpti,31.0,,,,,,,,,,9,True,others,3.0,1.0
19,Uni-Fold,deepmodeling/Uni-Fold,,,,dptechnology/unifold,https://github.com/deepmodeling/Uni-Fold,https://github.com/deepmodeling/Uni-Fold,Apache-2.0,2021-12-07 14:40:37,2023-11-30 07:41:38.875924,2022-08-18 15:27:32,29,,18.0,5,1.0,,1.0,90.0,,,,22.0,,,,,3,,,,,,,,https://hub.docker.com/r/dptechnology/unifold,2023-11-30 07:41:38.875924,,548.0,8,True,others,3.0,
20,AIS-Square,deepmodeling/AIS-Square,,,,,https://github.com/deepmodeling/AIS-Square,https://github.com/deepmodeling/AIS-Square,LGPL-3.0,2022-09-13 09:52:30,2023-12-06 03:08:57.000000,2023-12-06 03:06:55,469,128.0,5.0,8,208.0,4.0,1.0,6.0,,,,,,,,,8,,,,,,,,,,,,8,True,others,3.0,
21,Blog,deepmodeling/blog,,,,,https://github.com/deepmodeling/blog,https://github.com/deepmodeling/blog,LGPL-3.0,2021-06-10 23:11:55,2023-12-06 21:23:36.000000,2023-12-02 03:38:09,152,15.0,5.0,7,79.0,,,1.0,,,,,,DeepModeling Blog.,,,5,,,,,,,,,,,,8,True,others,3.0,
22,community,deepmodeling/community,,,,,https://github.com/deepmodeling/community,https://github.com/deepmodeling/community,,2021-05-06 04:50:02,2023-11-07 07:00:42.000000,2023-11-07 07:00:42,88,5.0,14.0,11,26.0,1.0,4.0,73.0,,,,,,DeepModeling community content.,,,14,,,,,,,,,,,,7,True,others,3.0,
23,docs,deepmodeling/docs,,,,,https://github.com/deepmodeling/docs,https://github.com/deepmodeling/docs,LGPL-3.0,2021-07-05 00:32:29,2023-12-17 21:17:05.000000,2023-12-17 21:17:05,24,3.0,6.0,6,19.0,,,3.0,,,,,,The home page of DeepModeling documentation.,,,7,,,,,,,,,,,,7,True,others,3.0,1.0
24,fpop,deepmodeling/fpop,fpop,,,,https://github.com/deepmodeling/fpop,https://github.com/deepmodeling/fpop,LGPL-3.0,2023-02-10 03:16:47,2023-04-26 06:04:27.000000,2023-04-26 06:03:56,37,,5.0,9,17.0,3.0,,1.0,,,,162.0,,,3.0,3.0,2,https://pypi.org/project/fpop,162.0,,,,,,,,,,6,True,others,3.0,
25,AI4Science101,deepmodeling/AI4Science101,,,,,https://github.com/deepmodeling/AI4Science101,https://github.com/deepmodeling/AI4Science101,,2022-06-19 02:26:48,2022-09-04 02:06:18.000000,2022-09-04 02:06:18,139,,12.0,10,28.0,,1.0,74.0,,,,,,AI for Science.,,,5,,,,,,,,,,,,5,True,others,3.0,
26,tutorials,deepmodeling/tutorials,,,,,https://github.com/deepmodeling/tutorials,https://github.com/deepmodeling/tutorials,,2022-03-07 06:19:19,2023-11-13 07:45:42.000000,2022-09-26 07:49:48,136,,20.0,6,61.0,,2.0,12.0,,,,,,Tutorials for DeepModeling projects.,,,10,,,,,,,,,,,,5,True,others,3.0,
27,DeepH-pack,deepmodeling/DeepH-pack,,,,,https://github.com/deepmodeling/DeepH-pack,https://github.com/deepmodeling/DeepH-pack,LGPL-3.0,2022-07-19 08:07:24,2023-10-18 11:24:07.000000,2023-07-11 08:11:15,54,,5.0,2,1.0,1.0,2.0,10.0,,,,,,Deep neural networks for density functional theory Hamiltonian.,,,6,,,,,,,,,,,,5,True,others,3.0,
28,tutorials-cn,deepmodeling/tutorials-cn,,,,,https://github.com/deepmodeling/tutorials-cn,https://github.com/deepmodeling/tutorials-cn,LGPL-2.1,2022-03-30 07:39:32,2022-12-29 11:58:55.000000,2022-12-29 11:58:55,9,,5.0,6,11.0,,,3.0,,,,,,,,,4,,,,,,,,,,,,4,True,others,3.0,
29,ADMP,deepmodeling/ADMP,,,,,https://github.com/deepmodeling/ADMP,https://github.com/deepmodeling/ADMP,,2021-12-26 07:22:47,2022-02-17 11:03:54.000000,2022-02-15 02:13:59,120,,1.0,1,5.0,,,2.0,,,,,,Automatic Differentiation Multipole Moment Molecular Forcefield.,,,7,,,,,,,,,,,,2,True,others,3.0,
30,LibRI,deepmodeling/LibRI,,,,,https://github.com/deepmodeling/LibRI,https://github.com/deepmodeling/LibRI,GPL-3.0,2023-04-19 02:10:20,2023-04-10 15:53:42.000000,2023-04-10 15:53:42,80,,,2,,2.0,1.0,6.0,,,,,,,,,2,,,,,,,,,,,,1,True,others,3.0,
31,openfinite,deepmodeling/openfinite,,,,,https://github.com/deepmodeling/openfinite,https://github.com/deepmodeling/openfinite,LGPL-3.0,2021-10-10 08:56:48,2021-10-06 08:22:21.000000,2021-10-06 08:13:39,13,,,1,,,,1.0,,,,,,,,,2,,,,,,,,,,,,0,True,others,,
32,dflow-op-cutter,deepmodeling/dflow-op-cutter,,,,,https://github.com/deepmodeling/dflow-op-cutter,https://github.com/deepmodeling/dflow-op-cutter,,2022-06-24 01:31:42,2022-07-06 09:54:14.000000,2022-07-06 09:54:08,4,,,5,,,1.0,,,,,,,,,,2,,,,,,,,,,,,0,True,others,,
