,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2024-10-02 14:45:46.000000,2024-09-17 18:00:40,2534,2.0,488.0,47.0,2048.0,81.0,698.0,1463.0,2024-07-03 19:22:15,2.2.11,40438.0,29517.0,50.0,A deep learning package for many-body potential energy representation and molecular dynamics.,16.0,16.0,69.0,https://pypi.org/project/deepmd-kit,3162.0,https://anaconda.org/conda-forge/deepmd-kit,2024-09-25 21:45:32.942,1076127.0,https://www.npmjs.com/package/deepmd-kit,13.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-07-27 08:24:51.741318,1.0,2871.0,26,True,others,1.0,-2.0
1,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2024-10-02 13:13:14.000000,2024-10-02 13:13:14,6739,298.0,129.0,11.0,3221.0,214.0,1682.0,167.0,2024-09-09 06:41:25,3.7.5,,12992.0,57.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,119.0,,,https://anaconda.org/conda-forge/abacus,2024-09-30 05:07:06.822,194886.0,,,,,,,26,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2024-09-30 22:18:02.000000,2024-09-20 18:23:06,761,32.0,123.0,9.0,506.0,18.0,82.0,195.0,2024-09-20 18:24:21,0.2.21,,44651.0,37.0,A Python package for manipulating atomistic data of software in computational science.,123.0,123.0,61.0,https://pypi.org/project/dpdata,43081.0,https://anaconda.org/conda-forge/dpdata,2024-09-21 05:04:04.171,78075.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,638.0,24,True,others,1.0,
3,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2024-10-02 10:15:04.000000,2024-04-10 06:31:36,2083,,167.0,13.0,847.0,35.0,264.0,298.0,2024-04-10 06:37:07,0.12.1,1794.0,1416.0,18.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,6.0,6.0,64.0,https://pypi.org/project/dpgen,764.0,https://anaconda.org/conda-forge/dpgen,2024-04-10 09:44:30.012,32351.0,,,,,,,22,True,others,1.0,-1.0
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2024-10-01 18:58:52.000000,2024-10-01 18:58:52,1094,22.0,54.0,6.0,396.0,16.0,61.0,42.0,2024-08-30 18:52:29,0.6.7,,5943.0,47.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,50.0,50.0,47.0,https://pypi.org/project/dpdispatcher,3009.0,https://anaconda.org/conda-forge/dpdispatcher,2024-08-31 12:30:44.164,14919.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2024-08-30 18:56:38.463169,,107555.0,22,True,others,1.0,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2024-10-03 17:59:12.000000,2024-10-03 02:02:42,2494,16.0,37.0,9.0,2136.0,5.0,120.0,65.0,2024-05-09 23:35:17,1.6.13,,11972.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,2.0,2.0,18.0,https://pypi.org/project/reacnetgenerator,4122.0,https://anaconda.org/conda-forge/reacnetgenerator,2024-05-10 07:03:30.570,416061.0,,,,,,,20,True,others,2.0,
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2024-09-20 09:10:07.304674,2024-09-20 09:05:34,2102,68.0,25.0,1.0,830.0,14.0,21.0,63.0,2024-09-20 09:08:33,1.8.93,,279.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2024-09-20 09:10:07.304674,,9223.0,19,True,others,2.0,
7,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2024-09-30 22:18:10.000000,2024-07-17 20:31:43,151,6.0,3.0,7.0,69.0,2.0,6.0,5.0,2024-07-15 00:16:52,0.4.8,,69565.0,29.0,Argument processing for the deep modeling project.,124.0,124.0,7.0,https://pypi.org/project/dargs,68819.0,https://anaconda.org/conda-forge/dargs,2024-07-15 04:32:31.846,31364.0,,,,,,,19,True,others,2.0,
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2024-09-04 04:49:50.000000,2024-08-30 05:24:55,1110,53.0,60.0,6.0,468.0,17.0,29.0,135.0,2024-08-23 01:31:45,1.4,,,20.0,A deep learning empowered open-source platform for reacting flow simulations.,,,24.0,,,,,,,,,,,,17,True,others,2.0,
9,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2024-10-02 07:37:05.895477,2024-10-02 07:35:38,318,22.0,24.0,7.0,227.0,9.0,23.0,33.0,2023-01-28 03:43:25,0.0.7,,334.0,7.0,2nd generation of the Deep Potential GENerator.,4.0,4.0,14.0,https://pypi.org/project/dpgen2,222.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2024-10-02 07:37:05.895477,,3598.0,17,True,others,2.0,
