,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2024-04-11 09:21:50,2024-04-06 18:46:23,2501,69.0,461,47,1775,96.0,543.0,1351.0,2024-04-06 19:28:14,2.2.10,34551.0,15262.0,44.0,A deep learning package for many-body potential energy representation and molecular dynamics.,13.0,13.0,68,https://pypi.org/project/deepmd-kit,1253.0,https://anaconda.org/conda-forge/deepmd-kit,2024-04-07 08:33:13.101,479308.0,https://www.npmjs.com/package/deepmd-kit,15.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-03-04 00:17:27.208639,1.0,2220.0,29,True,others,1,1.0
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2024-04-10 20:04:32,2024-04-10 06:31:36,2083,17.0,168,13,787,26.0,246.0,275.0,2024-04-10 06:37:07,0.12.1,1649.0,1133.0,18.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,5.0,5.0,64,https://pypi.org/project/dpgen,516.0,https://anaconda.org/conda-forge/dpgen,2024-04-10 09:44:30.012,26983.0,,,,,,,24,True,others,1,2.0
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2024-04-09 00:31:01,2024-04-03 01:16:17,698,21.0,117,9,436,12.0,74.0,178.0,2024-04-03 01:21:35,0.2.18,,19160.0,34.0,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",115.0,115.0,57,https://pypi.org/project/dpdata,17689.0,https://anaconda.org/conda-forge/dpdata,2024-04-03 05:29:47.350,64695.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,78.0,24,True,others,1,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2024-04-11 17:42:01,2024-04-11 07:23:19,6179,181.0,112,11,2536,199.0,1149.0,139.0,2024-03-27 10:55:59,3.6.0,,2406.0,45.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,109,,,https://anaconda.org/conda-forge/abacus,2024-03-28 04:44:04.332,21655.0,,,,,,,23,True,others,1,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2024-04-08 21:55:32,2024-03-25 21:40:32,1056,14.0,49,6,358,14.0,52.0,37.0,2024-01-21 20:29:17,0.6.4,,4811.0,44.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,47.0,47.0,43,https://pypi.org/project/dpdispatcher,2123.0,https://anaconda.org/conda-forge/dpdispatcher,2024-01-21 21:21:34.817,6940.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2024-01-21 20:33:39.770335,,92950.0,22,True,others,2,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2024-04-11 02:46:47,2024-04-11 02:34:24,2432,66.0,32,8,2050,5.0,118.0,57.0,2024-01-06 07:24:48,1.6.12,,6381.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,1.0,1.0,18,https://pypi.org/project/reacnetgenerator,458.0,https://anaconda.org/conda-forge/reacnetgenerator,2024-01-06 10:44:38.937,278424.0,,,,,,,20,True,others,2,
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2024-04-11 05:39:07,2024-04-07 14:15:46,1962,80.0,23,1,759,13.0,21.0,50.0,2024-04-07 14:16:03,1.8.61,,122.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2024-04-07 14:18:29.747912,,3314.0,18,True,others,2,
7,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2024-04-08 21:55:23,2024-04-06 04:18:44,132,14.0,2,7,50,1.0,6.0,5.0,2024-04-06 04:19:45,0.4.5,,26591.0,26.0,Argument processing for the deep modeling project.,113.0,113.0,7,https://pypi.org/project/dargs,25982.0,https://anaconda.org/conda-forge/dargs,2024-04-06 06:36:32.896,21954.0,,,,,,,17,True,others,2,
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2024-04-11 05:39:27,2024-04-07 08:50:50,1050,15.0,56,6,422,15.0,28.0,119.0,2024-03-02 04:46:26,1.3.1,,,19.0,A deep learning empowered open-source platform for reacting flow simulations.,,,23,,,,,,,,,,,,16,True,others,2,
9,DP-GUI,deepmodeling/dpgui,dpgui,,,,https://github.com/deepmodeling/dpgui,https://github.com/deepmodeling/dpgui,LGPL-3.0,2021-07-21 18:48:23,2024-04-11 05:53:50,2024-03-25 21:34:28,283,10.0,4,6,409,,1.0,7.0,2023-10-13 05:16:09,1.0.0,,16493.0,4.0,A web-based GUI for user inputs.,6.0,6.0,3,https://pypi.org/project/dpgui,16493.0,,,,,,,,,,15,True,others,2,
