,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-02-19 13:51:31.000000,2024-12-23 20:06:37,3155,17.0,509.0,46.0,2301.0,85.0,786.0,1579.0,2024-12-23 20:14:18,3.0.1,47925.0,39272.0,53.0,A deep learning package for many-body potential energy representation and molecular dynamics.,25.0,25.0,73.0,https://pypi.org/project/deepmd-kit,3098.0,https://anaconda.org/conda-forge/deepmd-kit,2024-12-24 01:42:01.480,1625881.0,https://www.npmjs.com/package/deepmd-kit,31.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-11-25 23:15:53.163662,1.0,3300.0,28,True,others,1.0,-1.0
1,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-02-19 09:34:49.000000,2025-02-19 09:34:48,7089,179.0,139.0,11.0,3636.0,100.0,2042.0,185.0,2024-12-27 07:10:23,3.9.0,,18057.0,63.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,124.0,,,https://anaconda.org/conda-forge/abacus,2024-12-27 20:49:32.966,343095.0,,,,,,,25,True,others,1.0,-1.0
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-02-20 15:50:49.000000,2025-02-14 08:02:54,805,24.0,129.0,9.0,551.0,21.0,88.0,205.0,2025-02-14 08:03:19,0.2.23,,14485.0,39.0,A Python package for manipulating atomistic data of software in computational science.,137.0,137.0,62.0,https://pypi.org/project/dpdata,12799.0,https://anaconda.org/conda-forge/dpdata,2025-02-14 10:36:39.389,90574.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,640.0,24,True,others,1.0,
3,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-02-10 22:32:30.000000,2024-11-23 07:57:08,2154,6.0,168.0,11.0,872.0,44.0,271.0,324.0,2024-11-23 08:11:47,0.13.0,1887.0,1216.0,19.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,69.0,https://pypi.org/project/dpgen,521.0,https://anaconda.org/conda-forge/dpgen,2024-11-24 00:26:57.943,37304.0,,,,,,,23,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-02-10 22:32:14.000000,2025-01-28 03:23:32,1103,5.0,53.0,6.0,407.0,18.0,63.0,48.0,2025-01-30 17:18:42,0.6.8,,4820.0,48.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,56.0,56.0,46.0,https://pypi.org/project/dpdispatcher,1686.0,https://anaconda.org/conda-forge/dpdispatcher,2025-01-31 00:37:48.785,22462.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-01-30 17:22:05.218053,,118009.0,22,True,others,2.0,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-02-20 08:59:39.000000,2025-02-20 08:48:52,2523,20.0,39.0,8.0,2189.0,7.0,123.0,79.0,2025-01-05 07:30:15,1.6.15,,15601.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,18.0,https://pypi.org/project/reacnetgenerator,6074.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-01-06 00:29:38.554,543071.0,,,,,,,21,True,others,2.0,
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-01-15 04:11:49.449680,2025-01-15 04:09:49,2149,19.0,26.0,1.0,852.0,14.0,22.0,65.0,2025-01-15 04:10:13,1.8.103,,290.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-01-15 04:11:49.449680,,10753.0,18,True,others,2.0,
7,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2025-02-10 22:32:13.000000,2025-01-28 03:24:29,163,3.0,3.0,6.0,81.0,2.0,7.0,5.0,2024-11-21 03:25:26,0.4.10,,21862.0,31.0,Argument processing for the deep modeling project.,137.0,137.0,7.0,https://pypi.org/project/dargs,20999.0,https://anaconda.org/conda-forge/dargs,2024-12-22 08:33:55.288,39709.0,,,,,,,18,True,others,2.0,-1.0
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-02-18 09:29:41.000000,2025-01-18 07:42:22,1141,25.0,65.0,6.0,495.0,20.0,29.0,147.0,2025-01-08 11:06:39,1.5,,,21.0,A deep learning empowered open-source platform for reacting flow simulations.,,,26.0,,,,,,,,,,,,16,True,others,2.0,
9,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2025-01-27 14:50:39.000000,2025-01-08 00:54:48,328,3.0,26.0,7.0,240.0,11.0,23.0,33.0,2023-01-28 03:43:25,0.0.7,,327.0,7.0,2nd generation of the Deep Potential GENerator.,6.0,6.0,14.0,https://pypi.org/project/dpgen2,223.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2025-01-08 00:56:27.378869,,3761.0,16,True,others,2.0,
10,APEX,deepmodeling/APEX,apex-flow,,,,https://github.com/deepmodeling/APEX,https://github.com/deepmodeling/APEX,LGPL-3.0,2023-04-20 06:13:42,2025-02-19 13:15:01.000000,2025-02-19 13:15:01,613,12.0,20.0,7.0,82.0,1.0,8.0,28.0,2024-05-06 10:01:52,1.2.0,,932.0,4.0,APEX: Alloy Properties EXplorer using simulations.,4.0,4.0,7.0,https://pypi.org/project/apex-flow,932.0,,,,,,,,,,15,True,others,2.0,-1.0
11,DP-GUI,deepmodeling/dpgui,dpgui,,,,https://github.com/deepmodeling/dpgui,https://github.com/deepmodeling/dpgui,LGPL-3.0,2021-07-21 18:48:23,2025-02-17 11:09:12.000000,2024-12-30 23:08:54,321,3.0,5.0,6.0,506.0,,1.0,7.0,2024-11-17 07:05:49,1.0.1.post0,,10867.0,5.0,A web-based GUI for user inputs.,12.0,12.0,4.0,https://pypi.org/project/dpgui,10867.0,,,,,,,,,,15,True,others,2.0,-1.0
12,DeePTB,deepmodeling/DeePTB,dptb,,,,https://github.com/deepmodeling/DeePTB,https://github.com/deepmodeling/DeePTB,LGPL-3.0,2023-07-11 03:19:42,2025-02-05 20:31:58.000000,2025-01-01 03:36:51,756,6.0,17.0,3.0,182.0,9.0,29.0,63.0,2024-08-15 03:02:38,2.1.1,,194.0,11.0,DeePTB: A deep learning package for tight-binding approach with ab initio accuracy.,2.0,2.0,10.0,https://pypi.org/project/dptb,194.0,,,,,,,,,,14,True,others,2.0,
