,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-10-07 11:20:56.000000,2025-10-07 11:20:56,3414,78.0,550.0,46.0,2543.0,80.0,850.0,1769,2025-09-30 18:02:36,3.1.1,61956.0,49526.0,59.0,A deep learning package for many-body potential energy representation and molecular dynamics.,38.0,38.0,83.0,https://pypi.org/project/deepmd-kit,7769.0,https://anaconda.org/conda-forge/deepmd-kit,2025-10-01 19:37:00.178,2205090.0,https://www.npmjs.com/package/deepmd-kit,4.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2025-10-02 09:57:59.589522,1.0,4333.0,29,True,others,1,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-10-07 09:24:21.000000,2025-10-07 09:24:19,2217,28.0,178.0,10.0,931.0,31.0,297.0,361,2025-08-07 07:42:12,0.13.2,1995.0,2304.0,21.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,72.0,https://pypi.org/project/dpgen,1574.0,https://anaconda.org/conda-forge/dpgen,2025-08-07 18:05:24.933,44962.0,,,,,,,24,True,others,1,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-10-07 09:21:46.000000,2025-10-07 09:21:44,869,37.0,144.0,5.0,623.0,27.0,102.0,220,2025-08-03 10:54:49,0.2.25,,27831.0,41.0,A Python package for manipulating atomistic data of software in computational science.,147.0,147.0,67.0,https://pypi.org/project/dpdata,26050.0,https://anaconda.org/conda-forge/dpdata,2025-08-03 16:36:05.688,109986.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,651.0,24,True,others,1,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-10-09 02:28:44.000000,2025-10-09 00:02:38,7441,102.0,145.0,9.0,4055.0,157.0,2208.0,215,2025-09-12 09:32:32,3.9.0.14,,18462.0,79.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,131.0,,,https://anaconda.org/conda-forge/abacus,2025-04-22 14:58:45.321,498482.0,,,,,,,24,True,others,1,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-10-06 21:26:22.000000,2025-10-02 19:22:15,1124,19.0,56.0,4.0,430.0,18.0,77.0,52,2025-10-03 08:44:51,0.6.12,,13871.0,52.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,69.0,69.0,48.0,https://pypi.org/project/dpdispatcher,10647.0,https://anaconda.org/conda-forge/dpdispatcher,2025-10-03 17:00:35.744,33443.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-10-03 08:49:29.599726,,134633.0,24,True,others,1,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-10-07 17:02:33.000000,2025-10-02 19:21:25,2544,6.0,41.0,6.0,2245.0,7.0,124.0,94,2025-01-05 07:30:15,1.6.15,,11939.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,19.0,https://pypi.org/project/reacnetgenerator,1689.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-04-22 14:57:18.750,666307.0,,,,,,,19,True,others,2,
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-09-23 12:38:05.455745,2025-09-23 12:35:28,2273,34.0,29.0,,912.0,13.0,23.0,73,2025-09-23 12:35:55,1.8.132,,342.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,23.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-09-23 12:38:05.455745,,15423.0,19,True,others,2,1.0
7,JAX-FEM,deepmodeling/jax-fem,jax-fem,,,,https://github.com/deepmodeling/jax-fem,https://github.com/deepmodeling/jax-fem,GPL-3.0,2023-10-02 15:20:54,2025-10-05 07:54:11.000000,2025-10-05 07:51:18,270,54.0,83.0,11.0,12.0,32.0,30.0,496,,,,365.0,,Differentiable Finite Element Method with JAX.,3.0,3.0,17.0,https://pypi.org/project/jax-fem,365.0,,,,,,,,,,17,True,others,2,
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-10-09 13:50:40.000000,2025-07-23 10:47:26,1176,5.0,70.0,7.0,509.0,24.0,32.0,189,2025-06-26 04:29:15,1.6.0,,,22.0,A deep learning empowered open-source platform for reacting flow simulations.,,,29.0,,,,,,,,,,,,17,True,others,2,
9,DeePTB,deepmodeling/DeePTB,dptb,,,,https://github.com/deepmodeling/DeePTB,https://github.com/deepmodeling/DeePTB,LGPL-3.0,2023-07-11 03:19:42,2025-09-24 02:05:10.000000,2025-09-24 02:04:13,801,10.0,23.0,2.0,220.0,19.0,35.0,88,2025-05-07 14:02:40,2.2.0,,265.0,12.0,DeePTB: A deep learning package for tight-binding Hamiltonian with ab initio accuracy.,4.0,4.0,12.0,https://pypi.org/project/dptb,265.0,,,,,,,,,,17,True,others,2,-1.0
