,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2024-02-29 17:48:17.000000,2024-01-23 03:28:58,2452,72.0,450.0,47,1622.0,33.0,489.0,1315.0,2024-02-04 20:12:50,2.2.9,32327.0,17289.0,42.0,A deep learning package for many-body potential energy representation and molecular dynamics.,13.0,13.0,65,https://pypi.org/project/deepmd-kit,2962.0,https://anaconda.org/conda-forge/deepmd-kit,2024-02-05 00:31:00.596,464603.0,https://www.npmjs.com/package/deepmd-kit,1.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2024-02-12 18:14:17.073019,1.0,2155.0,29,True,others,1.0,
1,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2024-02-21 07:59:38.000000,2023-10-31 01:50:24,666,,113.0,9,418.0,12.0,71.0,169.0,2023-10-31 02:23:47,0.2.17,,23901.0,33.0,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",112.0,112.0,51,https://pypi.org/project/dpdata,22371.0,https://anaconda.org/conda-forge/dpdata,2023-10-31 03:26:18.565,64250.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,78.0,23,True,others,1.0,
2,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2024-02-29 17:13:09.000000,2023-11-02 05:59:11,2047,,163.0,13,771.0,23.0,237.0,266.0,2023-11-02 06:14:15,0.12.0,1609.0,1056.0,17.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,4.0,4.0,62,https://pypi.org/project/dpgen,417.0,https://anaconda.org/conda-forge/dpgen,2023-11-02 08:08:32.395,26769.0,,,,,,,22,True,others,1.0,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2024-02-29 17:43:00.000000,2024-02-29 10:18:02,6074,156.0,87.0,11,2406.0,158.0,1025.0,137.0,2024-02-19 05:35:56,3.5.3,,2566.0,43.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,91,,,https://anaconda.org/conda-forge/abacus,2024-02-20 10:45:02.623,17965.0,,,,,,,22,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2024-02-19 23:50:34.000000,2024-02-15 19:45:29,1050,14.0,48.0,6,351.0,14.0,51.0,37.0,2024-01-21 20:29:17,0.6.4,,4807.0,44.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,45.0,45.0,43,https://pypi.org/project/dpdispatcher,2059.0,https://anaconda.org/conda-forge/dpdispatcher,2024-01-21 21:21:34.817,6696.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2024-01-21 20:33:39.770335,,89503.0,22,True,others,1.0,
5,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2024-02-28 02:48:01.384725,2024-02-28 02:45:11,1919,105.0,21.0,1,737.0,13.0,21.0,47.0,2024-02-28 02:45:31,1.8.52,,131.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,21,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2024-02-28 02:48:01.384725,,3278.0,18,True,others,2.0,
6,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2024-02-28 14:10:03.000000,2024-01-04 10:50:26,1035,67.0,54.0,6,409.0,14.0,28.0,113.0,2023-12-30 11:36:14,1.3.0,,,18.0,A deep learning empowered open-source platform for reacting flow simulations.,,,20,,,,,,,,,,,,16,True,others,2.0,
7,DP-GUI,deepmodeling/dpgui,dpgui,,,,https://github.com/deepmodeling/dpgui,https://github.com/deepmodeling/dpgui,LGPL-3.0,2021-07-21 18:48:23,2024-02-29 10:14:08.000000,2024-02-20 21:22:47,278,18.0,4.0,6,389.0,,1.0,7.0,2023-10-13 05:16:09,1.0.0,,21294.0,4.0,A web-based GUI for user inputs.,5.0,5.0,3,https://pypi.org/project/dpgui,21294.0,,,,,,,,,,16,True,others,2.0,
8,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2024-02-26 23:05:45.000000,2024-02-20 20:55:13,122,4.0,1.0,7,40.0,1.0,6.0,5.0,2024-02-21 07:53:25,0.4.4,,34479.0,25.0,Argument processing for the deep modeling project.,109.0,109.0,5,https://pypi.org/project/dargs,33852.0,https://anaconda.org/conda-forge/dargs,2024-02-21 09:36:14.849,21342.0,,,,,,,16,True,others,2.0,
9,DMFF,deepmodeling/DMFF,,conda-forge/dmff,,,https://github.com/deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,LGPL-3.0,2022-02-14 01:35:50,2024-02-23 07:55:23.000000,2024-01-12 00:58:20,431,4.0,37.0,10,146.0,8.0,14.0,131.0,2023-11-09 14:32:37,1.0.0,,145.0,4.0,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,,,14,,,https://anaconda.org/conda-forge/dmff,2024-01-06 07:33:02.470,145.0,,,,,,,14,True,others,2.0,
