,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-03-20 16:43:53.000000,2025-03-02 03:04:28,3180,38.0,514.0,45.0,2332.0,81.0,799.0,1605,2025-03-02 03:32:12,3.0.2,49392.0,40532.0,54.0,A deep learning package for many-body potential energy representation and molecular dynamics.,26.0,26.0,75.0,https://pypi.org/project/deepmd-kit,3752.0,https://anaconda.org/conda-forge/deepmd-kit,2025-03-14 05:08:01.749,1690632.0,https://www.npmjs.com/package/deepmd-kit,1.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2025-03-05 10:25:54.924708,1.0,3344.0,28,True,others,1.0,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-03-18 03:18:51.000000,2025-02-21 06:05:03,2168,10.0,169.0,10.0,878.0,44.0,273.0,328,2025-02-21 06:06:07,0.13.1,1900.0,1628.0,20.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,69.0,https://pypi.org/project/dpgen,929.0,https://anaconda.org/conda-forge/dpgen,2025-02-21 11:56:38.143,38225.0,,,,,,,24,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-03-20 05:17:48.232000,2025-03-20 03:30:40,813,29.0,130.0,8.0,558.0,20.0,89.0,207,2025-03-20 03:31:32,0.2.24,,22342.0,40.0,A Python package for manipulating atomistic data of software in computational science.,138.0,138.0,63.0,https://pypi.org/project/dpdata,20644.0,https://anaconda.org/conda-forge/dpdata,2025-03-20 05:17:48.232,92917.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,640.0,24,True,others,1.0,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-03-19 13:41:49.087000,2025-03-19 12:29:50,7151,147.0,140.0,10.0,3711.0,94.0,2089.0,188,2025-03-14 14:24:20,3.9.0.2,,18185.0,65.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,124.0,,,https://anaconda.org/conda-forge/abacus,2025-03-19 13:41:49.087,363710.0,,,,,,,24,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-03-17 19:52:27.000000,2025-01-28 03:23:32,1103,3.0,53.0,5.0,407.0,18.0,63.0,49,2025-01-30 17:18:42,0.6.8,,5147.0,48.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,56.0,56.0,46.0,https://pypi.org/project/dpdispatcher,2001.0,https://anaconda.org/conda-forge/dpdispatcher,2025-01-31 00:37:48.785,23736.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-01-30 17:22:05.218053,,120127.0,22,True,others,2.0,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-03-18 18:00:51.000000,2025-02-20 08:48:52,2523,17.0,40.0,7.0,2195.0,7.0,123.0,83,2025-01-05 07:30:15,1.6.15,,13957.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,18.0,https://pypi.org/project/reacnetgenerator,4333.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-01-06 00:29:38.554,558215.0,,,,,,,21,True,others,2.0,
6,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-03-18 03:42:56.638841,2025-03-18 03:40:32,2163,19.0,28.0,1.0,858.0,14.0,22.0,68,2025-03-18 03:40:56,1.8.106,,285.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,22.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-03-18 03:42:56.638841,,10834.0,18,True,others,2.0,
7,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-02-21 02:47:36.000000,2025-01-18 07:42:22,1141,24.0,66.0,7.0,497.0,20.0,29.0,155,2025-01-08 11:06:39,1.5,,,21.0,A deep learning empowered open-source platform for reacting flow simulations.,,,26.0,,,,,,,,,,,,17,True,others,2.0,
8,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2025-03-17 19:52:23.000000,2025-01-28 03:24:29,163,2.0,3.0,5.0,81.0,2.0,7.0,5,2024-11-21 03:25:26,0.4.10,,39689.0,31.0,Argument processing for the deep modeling project.,137.0,137.0,7.0,https://pypi.org/project/dargs,38811.0,https://anaconda.org/conda-forge/dargs,2024-12-22 08:33:55.288,41296.0,,,,,,,17,True,others,2.0,
9,DPGEN2,deepmodeling/dpgen2,dpgen2,,,dptechnology/dpgen2,https://github.com/deepmodeling/dpgen2,https://github.com/deepmodeling/dpgen2,LGPL-3.0,2022-02-28 02:41:16,2025-03-18 03:20:49.839582,2025-03-18 03:19:12,330,3.0,28.0,7.0,245.0,11.0,23.0,36,2023-01-28 03:43:25,0.0.7,,317.0,7.0,2nd generation of the Deep Potential GENerator.,6.0,6.0,14.0,https://pypi.org/project/dpgen2,215.0,,,,,,https://hub.docker.com/r/dptechnology/dpgen2,2025-03-18 03:20:49.839582,,3776.0,16,True,others,2.0,1.0
