,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2025-09-04 14:48:51.000000,2025-09-04 11:53:30,3389,83.0,546.0,46.0,2515.0,84.0,836.0,1738,2025-06-11 06:01:47,3.1.0,58834.0,44974.0,58.0,A deep learning package for many-body potential energy representation and molecular dynamics.,38.0,38.0,83.0,https://pypi.org/project/deepmd-kit,4164.0,https://anaconda.org/conda-forge/deepmd-kit,2025-06-11 11:42:47.882,2115850.0,https://www.npmjs.com/package/deepmd-kit,5.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2025-06-12 14:06:06.712335,1.0,4125.0,29,True,others,1.0,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2025-09-03 13:36:41.000000,2025-09-03 00:59:52,2203,19.0,177.0,11.0,920.0,47.0,280.0,356,2025-08-07 07:42:12,0.13.2,1979.0,1505.0,21.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,8.0,8.0,72.0,https://pypi.org/project/dpgen,782.0,https://anaconda.org/conda-forge/dpgen,2025-08-07 18:05:24.933,43806.0,,,,,,,24,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2025-09-03 11:59:26.000000,2025-09-03 00:59:57,859,35.0,143.0,6.0,614.0,26.0,99.0,215,2025-08-03 10:54:49,0.2.25,,24830.0,41.0,A Python package for manipulating atomistic data of software in computational science.,146.0,146.0,67.0,https://pypi.org/project/dpdata,23065.0,https://anaconda.org/conda-forge/dpdata,2025-08-03 16:36:05.688,107191.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,649.0,24,True,others,1.0,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2025-09-03 13:53:23.000000,2025-09-03 13:53:22,7389,112.0,146.0,10.0,3991.0,151.0,2199.0,211,2025-08-29 07:38:07,3.9.0.13,,18257.0,77.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,129.0,,,https://anaconda.org/conda-forge/abacus,2025-04-22 14:58:45.321,474706.0,,,,,,,24,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2025-09-02 16:54:40.000000,2025-09-02 01:44:29,1120,16.0,56.0,5.0,427.0,19.0,75.0,52,2025-08-12 11:36:14,0.6.11,,6060.0,51.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,69.0,69.0,48.0,https://pypi.org/project/dpdispatcher,2864.0,https://anaconda.org/conda-forge/dpdispatcher,2025-08-12 16:38:13.635,31670.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2025-08-12 11:39:59.707718,,132122.0,23,True,others,2.0,
5,reacnetgenerator,deepmodeling/reacnetgenerator,reacnetgenerator,conda-forge/reacnetgenerator,,,https://github.com/deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,LGPL-3.0,2018-04-06 15:07:56,2025-09-01 20:13:15.000000,2025-08-26 11:40:49,2542,19.0,40.0,7.0,2237.0,7.0,123.0,91,2025-01-05 07:30:15,1.6.15,,10696.0,100.0,an automatic reaction network generator for reactive molecular dynamics simulation.,3.0,3.0,19.0,https://pypi.org/project/reacnetgenerator,566.0,https://anaconda.org/conda-forge/reacnetgenerator,2025-04-22 14:57:18.750,648338.0,,,,,,,20,True,others,2.0,
6,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2025-07-23 10:53:06.000000,2025-07-23 10:47:26,1176,15.0,70.0,8.0,509.0,22.0,32.0,186,2025-06-26 04:29:15,1.6.0,,,22.0,A deep learning empowered open-source platform for reacting flow simulations.,,,29.0,,,,,,,,,,,,18,True,others,2.0,
7,DeePTB,deepmodeling/DeePTB,dptb,,,,https://github.com/deepmodeling/DeePTB,https://github.com/deepmodeling/DeePTB,LGPL-3.0,2023-07-11 03:19:42,2025-09-01 13:59:03.000000,2025-09-01 13:58:12,800,13.0,22.0,3.0,216.0,17.0,34.0,84,2025-05-07 14:02:40,2.2.0,,158.0,12.0,DeePTB: A deep learning package for tight-binding Hamiltonian with ab initio accuracy.,4.0,4.0,12.0,https://pypi.org/project/dptb,158.0,,,,,,,,,,18,True,others,2.0,2.0
8,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2025-08-25 06:38:50.126630,2025-08-25 06:36:20,2257,42.0,28.0,1.0,904.0,14.0,22.0,73,2025-08-25 06:36:38,1.8.128,,327.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,23.0,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2025-08-25 06:38:50.126630,,14416.0,18,True,others,2.0,-1.0
9,JAX-FEM,deepmodeling/jax-fem,jax-fem,,,,https://github.com/deepmodeling/jax-fem,https://github.com/deepmodeling/jax-fem,GPL-3.0,2023-10-02 15:20:54,2025-09-03 10:46:44.000000,2025-09-03 10:44:28,254,41.0,79.0,12.0,9.0,33.0,28.0,480,,,,516.0,,Differentiable Finite Element Method with JAX.,3.0,3.0,15.0,https://pypi.org/project/jax-fem,516.0,,,,,,,,,,16,True,others,2.0,2.0
