,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2024-01-11 06:26:12.000000,2023-10-27 13:10:24,2353,16.0,441.0,46,1432.0,37.0,461.0,1295.0,2023-10-27 19:33:04,2.2.7,30824.0,14953.0,40.0,A deep learning package for many-body potential energy representation and molecular dynamics.,12.0,12.0,64,https://pypi.org/project/deepmd-kit,769.0,https://anaconda.org/conda-forge/deepmd-kit,2023-11-28 00:53:10.237,446250.0,https://www.npmjs.com/package/deepmd-kit,18.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2023-10-29 23:31:03.651515,1.0,2049.0,28,True,others,1.0,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2024-01-09 05:17:06.000000,2023-11-02 05:59:11,2047,11.0,161.0,13,766.0,20.0,236.0,258.0,2023-11-02 06:14:15,0.12.0,1577.0,1062.0,17.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,4.0,4.0,62,https://pypi.org/project/dpgen,416.0,https://anaconda.org/conda-forge/dpgen,2023-11-02 08:08:32.395,26454.0,,,,,,,23,True,others,1.0,
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2024-01-08 20:11:05.000000,2023-10-31 01:50:24,666,9.0,110.0,8,408.0,10.0,70.0,161.0,2023-10-31 02:23:47,0.2.17,,6928.0,33.0,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",109.0,109.0,51,https://pypi.org/project/dpdata,5379.0,https://anaconda.org/conda-forge/dpdata,2023-10-31 03:26:18.565,63470.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,66.0,22,True,others,1.0,-1.0
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2024-01-11 16:19:40.000000,2024-01-11 12:26:52,5995,167.0,87.0,9,2317.0,136.0,947.0,132.0,2023-12-29 07:59:42,3.5.0,,2034.0,40.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,90,,,https://anaconda.org/conda-forge/abacus,2023-12-31 22:21:54.547,12205.0,,,,,,,22,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2024-01-08 20:10:58.000000,2023-12-31 21:51:39,1042,42.0,46.0,6,343.0,11.0,50.0,36.0,2023-11-20 21:54:35,0.6.3,,5505.0,43.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,43.0,43.0,43,https://pypi.org/project/dpdispatcher,2803.0,https://anaconda.org/conda-forge/dpdispatcher,2023-11-21 01:35:20.073,6254.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2023-11-20 22:03:09.284401,,85554.0,22,True,others,1.0,-1.0
5,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2024-01-05 14:21:27.034321,2024-01-05 14:18:46,1882,141.0,20.0,1,719.0,13.0,21.0,44.0,2024-01-05 14:19:14,1.8.44,,75.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,21,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2024-01-05 14:21:27.034321,,1813.0,17,True,others,2.0,
6,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2024-01-04 10:50:26.000000,2024-01-04 10:50:26,1035,120.0,50.0,6,377.0,12.0,27.0,104.0,2023-12-30 11:36:14,1.3.0,,,18.0,A deep learning empowered open-source platform for reacting flow simulations.,,,20,,,,,,,,,,,,16,True,others,2.0,
7,DP-GUI,deepmodeling/dpgui,dpgui,,,,https://github.com/deepmodeling/dpgui,https://github.com/deepmodeling/dpgui,LGPL-3.0,2021-07-21 18:48:23,2024-01-10 09:56:48.000000,2024-01-06 06:10:51,273,50.0,3.0,7,369.0,,1.0,7.0,2023-10-13 05:16:09,1.0.0,,4644.0,4.0,A web-based GUI for user inputs.,4.0,4.0,3,https://pypi.org/project/dpgui,4644.0,,,,,,,,,,16,True,others,2.0,
8,dargs,deepmodeling/dargs,dargs,conda-forge/dargs,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2024-01-08 20:10:49.000000,2023-11-01 01:04:08,118,7.0,1.0,7,36.0,1.0,6.0,5.0,2023-11-01 01:06:32,0.4.3,,10085.0,24.0,Argument processing for the deep modeling project.,107.0,107.0,5,https://pypi.org/project/dargs,9456.0,https://anaconda.org/conda-forge/dargs,2023-11-01 02:18:10.497,20777.0,,,,,,,16,True,others,2.0,-1.0
9,DMFF,deepmodeling/DMFF,,conda-forge/dmff,,,https://github.com/deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,LGPL-3.0,2022-02-14 01:35:50,2024-01-11 06:46:10.000000,2023-11-09 06:31:11,427,5.0,36.0,11,136.0,7.0,14.0,126.0,2023-11-09 14:32:37,1.0.0,,51.0,4.0,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,,,13,,,https://anaconda.org/conda-forge/dmff,2024-01-06 07:33:02.470,51.0,,,,,,,14,True,others,2.0,1.0
