,name,github_id,pypi_id,conda_id,npm_id,dockerhub_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank,show,category,projectrank_placing,trending
0,DeePMD-kit,deepmodeling/deepmd-kit,deepmd-kit,conda-forge/deepmd-kit,deepmd-kit,deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,LGPL-3.0,2017-12-12 15:23:44,2023-11-09 01:04:27.000000,2023-10-27 13:10:24,2353,127.0,435.0,46,1358.0,24.0,446.0,1250.0,2023-10-27 19:33:04,2.2.7,28398.0,16071.0,40.0,A deep learning package for many-body potential energy representation and molecular dynamics.,11.0,11.0,64,https://pypi.org/project/deepmd-kit,1395.0,https://anaconda.org/conda-forge/deepmd-kit,2023-10-28 00:58:08.016,429405.0,https://www.npmjs.com/package/deepmd-kit,206.0,https://hub.docker.com/r/deepmodeling/deepmd-kit,2023-10-29 23:31:03.651515,1.0,2020.0,29,True,others,1.0,
1,DP-GEN,deepmodeling/dpgen,dpgen,conda-forge/dpgen,,,https://github.com/deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,LGPL-3.0,2019-06-13 11:43:56,2023-11-09 03:48:27.000000,2023-11-02 05:59:11,2047,32.0,161.0,13,753.0,20.0,230.0,241.0,2023-11-02 06:14:15,0.12.0,1515.0,1213.0,17.0,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,4.0,4.0,62,https://pypi.org/project/dpgen,550.0,https://anaconda.org/conda-forge/dpgen,2023-11-02 08:08:32.395,25922.0,,,,,,,24,True,others,1.0,1.0
2,dpdata,deepmodeling/dpdata,dpdata,conda-forge/dpdata,,dptechnology/dpdata,https://github.com/deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,LGPL-3.0,2019-04-12 13:24:23,2023-11-07 05:20:23.000000,2023-10-31 01:50:24,666,30.0,105.0,8,405.0,12.0,64.0,150.0,2023-10-31 02:23:47,0.2.17,,8815.0,33.0,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",107.0,107.0,51,https://pypi.org/project/dpdata,7219.0,https://anaconda.org/conda-forge/dpdata,2023-10-31 03:26:18.565,62263.0,,,https://hub.docker.com/r/dptechnology/dpdata,2023-06-02 09:30:14.674068,,54.0,24,True,others,1.0,
3,ABACUS,deepmodeling/abacus-develop,,conda-forge/abacus,,,https://github.com/deepmodeling/abacus-develop,https://github.com/deepmodeling/abacus-develop,LGPL-3.0,2021-02-01 04:04:52,2023-11-09 14:30:04.000000,2023-11-09 14:10:41,5881,170.0,86.0,9,2186.0,104.0,824.0,126.0,2023-11-03 05:31:25,3.4.2,,1516.0,37.0,An electronic structure package based on either plane wave basis or numerical atomic orbitals.,,,88,,,https://anaconda.org/conda-forge/abacus,2023-10-24 08:34:00.043,6067.0,,,,,,,22,True,others,1.0,
4,dpdispatcher,deepmodeling/dpdispatcher,dpdispatcher,conda-forge/dpdispatcher,,dptechnology/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,https://github.com/deepmodeling/dpdispatcher,LGPL-3.0,2020-12-08 05:14:37,2023-11-06 19:58:58.000000,2023-11-01 01:10:49,1026,40.0,46.0,6,328.0,11.0,47.0,33.0,2023-10-22 04:33:18,0.6.0,,5010.0,40.0,generate HPC scheduler systems jobs input scripts and submit these scripts to HPC systems and poke until they finish.,42.0,42.0,42,https://pypi.org/project/dpdispatcher,2362.0,https://anaconda.org/conda-forge/dpdispatcher,2023-10-22 07:39:39.991,5523.0,,,https://hub.docker.com/r/dptechnology/dpdispatcher,2023-10-22 04:38:53.606538,,78909.0,21,True,others,2.0,
5,dflow,deepmodeling/dflow,dflow,conda-forge/dflow,,dptechnology/dflow,https://github.com/deepmodeling/dflow,https://github.com/deepmodeling/dflow,LGPL-3.0,2022-01-21 08:14:36,2023-11-09 09:10:08.409099,2023-11-09 09:07:15,1788,225.0,20.0,1,672.0,11.0,21.0,42.0,2023-11-09 09:07:45,1.8.21,,82.0,100.0,Dflow is a Python framework for constructing scientific computing workflows (e.g. concurrent learning workflows)..,,,21,https://pypi.org/project/dflow,,https://anaconda.org/conda-forge/dflow,,,,,https://hub.docker.com/r/dptechnology/dflow,2023-11-09 09:10:08.409099,,1808.0,18,True,others,2.0,1.0
6,DP-GUI,deepmodeling/dpgui,dpgui,,,,https://github.com/deepmodeling/dpgui,https://github.com/deepmodeling/dpgui,LGPL-3.0,2021-07-21 18:48:23,2023-11-09 10:17:39.000000,2023-11-08 21:58:37,255,80.0,3.0,7,322.0,,1.0,7.0,2023-10-13 05:16:09,1.0.0,,13241.0,4.0,A web-based GUI for user inputs.,4.0,4.0,3,https://pypi.org/project/dpgui,13241.0,,,,,,,,,,17,True,others,2.0,
7,dargs,deepmodeling/dargs,dargs,,,,https://github.com/deepmodeling/dargs,https://github.com/deepmodeling/dargs,LGPL-3.0,2020-09-19 22:20:28,2023-11-06 19:58:40.000000,2023-11-01 01:04:08,118,10.0,1.0,7,36.0,1.0,6.0,5.0,2023-11-01 01:06:32,0.4.3,,12282.0,24.0,Argument processing for the deep modeling project.,107.0,107.0,5,https://pypi.org/project/dargs,12282.0,,,,,,,,,,17,True,others,2.0,
8,DeepFlame,deepmodeling/deepflame-dev,,,,,https://github.com/deepmodeling/deepflame-dev,https://github.com/deepmodeling/deepflame-dev,GPL-3.0,2022-06-12 10:25:12,2023-11-09 05:11:00.000000,2023-11-04 14:41:40,824,16.0,50.0,5,351.0,7.0,26.0,88.0,2023-06-30 09:38:39,1.2.0,,,17.0,A deep learning empowered open-source platform for reacting flow simulations.,,,19,,,,,,,,,,,,15,True,others,2.0,
9,APEX,deepmodeling/APEX,apex-flow,,,,https://github.com/deepmodeling/APEX,https://github.com/deepmodeling/APEX,LGPL-3.0,2023-04-20 06:13:42,2023-11-06 14:52:42.000000,2023-10-16 09:48:46,272,148.0,7.0,7,45.0,,2.0,11.0,2023-09-25 09:25:46,1.0.1,,249.0,3.0,APEX: Alloy Properties EXplorer using simulations.,,,4,https://pypi.org/project/apex-flow,249.0,,,,,,,,,,14,True,others,2.0,
